stock_code,company_name,ipo_date,doc_type,headline,url,resolved_from_htm_index,release_date,local_path,downloaded
02502,"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",2023-12-20,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1212/2023121200021.pdf,,2023-12-12 06:13:00,pdfs/02502/prospectus_0.pdf,True
02502,"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",2023-12-20,allotment,Announcements and Notices - [Allotment Results] - Announcement of Final Offer Price and Allotment Results,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1219/2023121901110.pdf,,2023-12-19 22:21:00,pdfs/02502/allotment_0.pdf,True
02502,"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",2023-12-20,over_allotment_exercise,,,,,,False
02502,"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",2023-12-20,stabilization,"Announcements and Notices - [Other - Miscellaneous] - STABILISING ACTIONS, END OF STABILISATION PERIOD AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0115/2024011500035.pdf,,2024-01-15 08:06:00,pdfs/02502/stabilization_0.pdf,True
02516,FAR International Holdings Group Company Limited,2023-12-22,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1212/2023121200029.pdf,,2023-12-12 06:33:00,pdfs/02516/prospectus_0.pdf,True
02516,FAR International Holdings Group Company Limited,2023-12-22,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1212/11003145/2023121200097.pdf,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1212/2023121200092.htm,2023-12-12 07:05:00,pdfs/02516/prospectus_1.pdf,True
02516,FAR International Holdings Group Company Limited,2023-12-22,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1221/2023122101228.pdf,,2023-12-21 21:38:00,pdfs/02516/allotment_0.pdf,True
02516,FAR International Holdings Group Company Limited,2023-12-22,over_allotment_exercise,,,,,,False
02516,FAR International Holdings Group Company Limited,2023-12-22,stabilization,Announcements and Notices - [Other - Miscellaneous] - END OF STABILISATION PERIOD AND LAPSE OF OVER-ALLOTMENT OPTION,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0118/2024011800257.pdf,,2024-01-18 16:30:00,pdfs/02516/stabilization_0.pdf,True
02511,"HighTide Therapeutics, Inc.",2023-12-22,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1214/2023121400045.pdf,,2023-12-14 06:45:00,pdfs/02511/prospectus_0.pdf,True
02511,"HighTide Therapeutics, Inc.",2023-12-22,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1221/2023122101298.pdf,,2023-12-21 22:30:00,pdfs/02511/allotment_0.pdf,True
02511,"HighTide Therapeutics, Inc.",2023-12-22,over_allotment_exercise,,,,,,False
02511,"HighTide Therapeutics, Inc.",2023-12-22,stabilization,,,,,,False
02489,PERSISTENCE RESOURCES GROUP LTD,2023-12-22,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1214/2023121400075.pdf,,2023-12-14 06:49:00,pdfs/02489/prospectus_0.pdf,True
02489,PERSISTENCE RESOURCES GROUP LTD,2023-12-22,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1214/11005541/2023121400093.pdf,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1214/2023121400088.htm,2023-12-14 07:12:00,pdfs/02489/prospectus_1.pdf,True
02489,PERSISTENCE RESOURCES GROUP LTD,2023-12-22,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1221/2023122101236.pdf,,2023-12-21 21:43:00,pdfs/02489/allotment_0.pdf,True
02489,PERSISTENCE RESOURCES GROUP LTD,2023-12-22,over_allotment_exercise,,,,,,False
02489,PERSISTENCE RESOURCES GROUP LTD,2023-12-22,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILISATION PERIOD, NO STABILISING ACTION AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0119/2024011900977.pdf,,2024-01-19 19:17:00,pdfs/02489/stabilization_0.pdf,True
06911,"PU’ER LANCANG ANCIENT TEA CO., LTD.",2023-12-22,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1214/2023121400011.pdf,,2023-12-14 06:12:00,pdfs/06911/prospectus_0.pdf,True
06911,"PU’ER LANCANG ANCIENT TEA CO., LTD.",2023-12-22,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1221/2023122101314.pdf,,2023-12-21 22:44:00,pdfs/06911/allotment_0.pdf,True
06911,"PU’ER LANCANG ANCIENT TEA CO., LTD.",2023-12-22,over_allotment_exercise,,,,,,False
06911,"PU’ER LANCANG ANCIENT TEA CO., LTD.",2023-12-22,stabilization,"Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS, END OF STABILIZATION PERIOD AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0118/2024011800501.pdf,,2024-01-18 17:40:00,pdfs/06911/stabilization_0.pdf,True
02149,"BaTeLab Co., Ltd.",2023-12-28,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1218/2023121800007.pdf,,2023-12-18 06:16:00,pdfs/02149/prospectus_0.pdf,True
02149,"BaTeLab Co., Ltd.",2023-12-28,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1227/2023122701489.pdf,,2023-12-27 22:59:00,pdfs/02149/allotment_0.pdf,True
02149,"BaTeLab Co., Ltd.",2023-12-28,over_allotment_exercise,,,,,,False
02149,"BaTeLab Co., Ltd.",2023-12-28,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILIZATION PERIOD, NO STABILIZING ACTIONS AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0122/2024012200299.pdf,,2024-01-22 16:30:00,pdfs/02149/stabilization_0.pdf,True
09880,UBTECH ROBOTICS CORP LTD,2023-12-29,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1219/2023121900021.pdf,,2023-12-19 06:13:00,pdfs/09880/prospectus_0.pdf,True
09880,UBTECH ROBOTICS CORP LTD,2023-12-29,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1228/2023122801642.pdf,,2023-12-28 22:40:00,pdfs/09880/allotment_0.pdf,True
09880,UBTECH ROBOTICS CORP LTD,2023-12-29,over_allotment_exercise,,,,,,False
09880,UBTECH ROBOTICS CORP LTD,2023-12-29,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF THE STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0122/2024012200015.pdf,,2024-01-22 07:04:00,pdfs/09880/stabilization_0.pdf,True
02498,"ROBOSENSE TECHNOLOGY CO., LTD",2024-01-05,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1227/2023122700027.pdf,,2023-12-27 06:26:00,pdfs/02498/prospectus_0.pdf,True
02498,"ROBOSENSE TECHNOLOGY CO., LTD",2024-01-05,allotment,Announcements and Notices - [Allotment Results] - Announcement of Final Offer Price and Allotment Results,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0104/2024010401780.pdf,,2024-01-04 22:55:00,pdfs/02498/allotment_0.pdf,True
02498,"ROBOSENSE TECHNOLOGY CO., LTD",2024-01-05,over_allotment_exercise,,,,,,False
02498,"ROBOSENSE TECHNOLOGY CO., LTD",2024-01-05,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0201/2024020103564.pdf,,2024-02-01 22:32:00,pdfs/02498/stabilization_0.pdf,True
02503,Zhongshen Jianye Holding Limited,2024-01-09,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1228/2023122800045.pdf,,2023-12-28 07:01:00,pdfs/02503/prospectus_0.pdf,True
02503,Zhongshen Jianye Holding Limited,2024-01-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0108/2024010801008.pdf,,2024-01-08 20:51:00,pdfs/02503/allotment_0.pdf,True
02503,Zhongshen Jianye Holding Limited,2024-01-09,over_allotment_exercise,,,,,,False
02503,Zhongshen Jianye Holding Limited,2024-01-09,stabilization,,,,,,False
02453,"Concord Healthcare Group Co., Ltd.",2024-01-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1229/2023122900023.pdf,,2023-12-29 06:14:00,pdfs/02453/prospectus_0.pdf,True
02453,"Concord Healthcare Group Co., Ltd.",2024-01-09,allotment,Announcements and Notices - [Allotment Results] - Announcement of Final Offer Price and Allotment Results,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0108/2024010801006.pdf,,2024-01-08 20:48:00,pdfs/02453/allotment_0.pdf,True
02453,"Concord Healthcare Group Co., Ltd.",2024-01-09,over_allotment_exercise,,,,,,False
02453,"Concord Healthcare Group Co., Ltd.",2024-01-09,stabilization,,,,,,False
06959,Changjiu Holdings Limited,2024-01-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1229/2023122900027.pdf,,2023-12-29 06:18:00,pdfs/06959/prospectus_0.pdf,True
06959,Changjiu Holdings Limited,2024-01-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0108/2024010801108.pdf,,2024-01-08 22:57:00,pdfs/06959/allotment_0.pdf,True
06959,Changjiu Holdings Limited,2024-01-09,over_allotment_exercise,,,,,,False
06959,Changjiu Holdings Limited,2024-01-09,stabilization,,,,,,False
02477,"WellCell Holdings Co., Limited",2024-01-12,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1228/2023122800033.pdf,,2023-12-28 06:34:00,pdfs/02477/prospectus_0.pdf,True
02477,"WellCell Holdings Co., Limited",2024-01-12,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0111/2024011101058.pdf,,2024-01-11 21:49:00,pdfs/02477/allotment_0.pdf,True
02477,"WellCell Holdings Co., Limited",2024-01-12,over_allotment_exercise,,,,,,False
02477,"WellCell Holdings Co., Limited",2024-01-12,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILISATION PERIOD, NO STABILISING ACTION AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0208/2024020800426.pdf,,2024-02-08 16:58:00,pdfs/02477/stabilization_0.pdf,True
02540,Lesi Group Limited,2024-03-08,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0229/2024022900168.pdf,,2024-02-29 08:02:00,pdfs/02540/prospectus_0.pdf,True
02540,Lesi Group Limited,2024-03-08,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0307/2024030700935.pdf,,2024-03-07 21:30:00,pdfs/02540/allotment_0.pdf,True
02540,Lesi Group Limited,2024-03-08,over_allotment_exercise,,,,,,False
02540,Lesi Group Limited,2024-03-08,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILISATION PERIOD, NO STABILISING ACTION AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0405/2024040500023.pdf,,2024-04-05 07:14:00,pdfs/02540/stabilization_0.pdf,True
02535,WK Group (Holdings) Limited,2024-03-08,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0229/2024022900013.pdf,,2024-02-29 06:07:00,pdfs/02535/prospectus_0.pdf,True
02535,WK Group (Holdings) Limited,2024-03-08,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0229/11078996/2024022900023.pdf,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0229/2024022900018.htm,2024-02-29 06:11:00,pdfs/02535/prospectus_1.pdf,True
02535,WK Group (Holdings) Limited,2024-03-08,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0307/2024030700933.pdf,,2024-03-07 21:25:00,pdfs/02535/allotment_0.pdf,True
02535,WK Group (Holdings) Limited,2024-03-08,over_allotment_exercise,,,,,,False
02535,WK Group (Holdings) Limited,2024-03-08,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILISATION PERIOD, NO STABILISATION ACTIONS AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0405/2024040501467.pdf,,2024-04-05 20:14:00,pdfs/02535/stabilization_0.pdf,True
02509,"Qyuns Therapeutics Co., Ltd.",2024-03-20,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0312/2024031200007.pdf,,2024-03-12 06:13:00,pdfs/02509/prospectus_0.pdf,True
02509,"Qyuns Therapeutics Co., Ltd.",2024-03-20,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0319/2024031901351.pdf,,2024-03-19 22:48:00,pdfs/02509/allotment_0.pdf,True
02509,"Qyuns Therapeutics Co., Ltd.",2024-03-20,over_allotment_exercise,,,,,,False
02509,"Qyuns Therapeutics Co., Ltd.",2024-03-20,stabilization,,,,,,False
09879,MIGAO GROUP HOLDINGS LIMITED,2024-03-21,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0313/2024031300019.pdf,,2024-03-13 06:15:00,pdfs/09879/prospectus_0.pdf,True
09879,MIGAO GROUP HOLDINGS LIMITED,2024-03-21,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0320/2024032001597.pdf,,2024-03-20 22:48:00,pdfs/09879/allotment_0.pdf,True
09879,MIGAO GROUP HOLDINGS LIMITED,2024-03-21,over_allotment_exercise,,,,,,False
09879,MIGAO GROUP HOLDINGS LIMITED,2024-03-21,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILISING ACTIONS AND END OF STABILISATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0417/2024041701556.pdf,,2024-04-17 22:45:00,pdfs/09879/stabilization_0.pdf,True
02536,Palasino Holdings Limited,2024-03-26,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0318/2024031800024.pdf,,2024-03-18 06:46:00,pdfs/02536/prospectus_0.pdf,True
02536,Palasino Holdings Limited,2024-03-26,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0325/2024032501621.pdf,,2024-03-25 22:35:00,pdfs/02536/allotment_0.pdf,True
02536,Palasino Holdings Limited,2024-03-26,over_allotment_exercise,,,,,,False
02536,Palasino Holdings Limited,2024-03-26,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILISING ACTIONS AND END OF THE STABILISATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0422/2024042200005.pdf,,2024-04-22 06:06:00,pdfs/02536/stabilization_0.pdf,True
02497,"Fujing Holdings Co., Limited",2024-03-28,prospectus,Listing Documents - [Offer for Subscription] - SHARE OFFER,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0320/2024032000093.pdf,,2024-03-20 06:54:00,pdfs/02497/prospectus_0.pdf,True
02497,"Fujing Holdings Co., Limited",2024-03-28,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032702279.pdf,,2024-03-27 21:15:00,pdfs/02497/allotment_0.pdf,True
02497,"Fujing Holdings Co., Limited",2024-03-28,over_allotment_exercise,,,,,,False
02497,"Fujing Holdings Co., Limited",2024-03-28,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILISATION PERIOD, NO STABILISING ACTION AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0424/2024042400463.pdf,,2024-04-24 16:33:00,pdfs/02497/stabilization_0.pdf,True
02598,"Lianlian DigiTech Co., Ltd.",2024-03-28,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0320/2024032000031.pdf,,2024-03-20 06:17:00,pdfs/02598/prospectus_0.pdf,True
02598,"Lianlian DigiTech Co., Ltd.",2024-03-28,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0327/2024032703063.pdf,,2024-03-27 22:34:00,pdfs/02598/allotment_0.pdf,True
02598,"Lianlian DigiTech Co., Ltd.",2024-03-28,over_allotment_exercise,,,,,,False
02598,"Lianlian DigiTech Co., Ltd.",2024-03-28,stabilization,"Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS, END OF STABILIZATION PERIOD AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0424/2024042402304.pdf,,2024-04-24 20:40:00,pdfs/02598/stabilization_0.pdf,True
02555,"Sichuan Baicha Baidao Industrial Co., Ltd.",2024-04-23,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0415/2024041500022.pdf,,2024-04-15 06:23:00,pdfs/02555/prospectus_0.pdf,True
02555,"Sichuan Baicha Baidao Industrial Co., Ltd.",2024-04-23,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0422/2024042202135.pdf,,2024-04-22 22:56:00,pdfs/02555/allotment_0.pdf,True
02555,"Sichuan Baicha Baidao Industrial Co., Ltd.",2024-04-23,over_allotment_exercise,,,,,,False
02555,"Sichuan Baicha Baidao Industrial Co., Ltd.",2024-04-23,stabilization,"Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS, END OF STABILIZATION PERIOD AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0520/2024052000035.pdf,,2024-05-20 08:10:00,pdfs/02555/stabilization_0.pdf,True
02515,"Tianjin Construction Development Group Co., Ltd.",2024-04-23,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0415/2024041500009.pdf,,2024-04-15 06:12:00,pdfs/02515/prospectus_0.pdf,True
02515,"Tianjin Construction Development Group Co., Ltd.",2024-04-23,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0422/2024042201767.pdf,,2024-04-22 21:51:00,pdfs/02515/allotment_0.pdf,True
02515,"Tianjin Construction Development Group Co., Ltd.",2024-04-23,over_allotment_exercise,,,,,,False
02515,"Tianjin Construction Development Group Co., Ltd.",2024-04-23,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILIZATION PERIOD, NO STABILIZING ACTION AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0520/2024052000007.pdf,,2024-05-20 07:32:00,pdfs/02515/stabilization_0.pdf,True
02438,Mobvoi Inc.,2024-04-24,prospectus,Listing Documents - [Offer for Subscription] - Global Offering,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0416/2024041600025.pdf,,2024-04-16 06:24:00,pdfs/02438/prospectus_0.pdf,True
02438,Mobvoi Inc.,2024-04-24,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0423/2024042301690.pdf,,2024-04-23 22:19:00,pdfs/02438/allotment_0.pdf,True
02438,Mobvoi Inc.,2024-04-24,over_allotment_exercise,,,,,,False
02438,Mobvoi Inc.,2024-04-24,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0519/2024051900005.pdf,,2024-05-19 18:03:00,pdfs/02438/stabilization_0.pdf,True
02556,Marketingforce Management Ltd,2024-05-16,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0507/2024050700011.pdf,,2024-05-07 06:13:00,pdfs/02556/prospectus_0.pdf,True
02556,Marketingforce Management Ltd,2024-05-16,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0514/2024051401235.pdf,,2024-05-14 22:56:00,pdfs/02556/allotment_0.pdf,True
02556,Marketingforce Management Ltd,2024-05-16,over_allotment_exercise,,,,,,False
02556,Marketingforce Management Ltd,2024-05-16,stabilization,,,,,,False
02529,"Hollwin Urban Operation Service Group Co., Ltd",2024-05-17,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0508/2024050800029.pdf,,2024-05-08 06:22:00,pdfs/02529/prospectus_0.pdf,True
02529,"Hollwin Urban Operation Service Group Co., Ltd",2024-05-17,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0516/2024051601339.pdf,,2024-05-16 21:57:00,pdfs/02529/allotment_0.pdf,True
02529,"Hollwin Urban Operation Service Group Co., Ltd",2024-05-17,over_allotment_exercise,,,,,,False
02529,"Hollwin Urban Operation Service Group Co., Ltd",2024-05-17,stabilization,,,,,,False
02898,"Sunho Biologics, Inc.",2024-05-24,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0516/2024051600013.pdf,,2024-05-16 06:17:00,pdfs/02898/prospectus_0.pdf,True
02898,"Sunho Biologics, Inc.",2024-05-24,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0523/2024052301621.pdf,,2024-05-23 22:15:00,pdfs/02898/allotment_0.pdf,True
02898,"Sunho Biologics, Inc.",2024-05-24,over_allotment_exercise,,,,,,False
02898,"Sunho Biologics, Inc.",2024-05-24,stabilization,,,,,,False
00917,Qunabox Group Limited,2024-05-27,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0517/2024051700009.pdf,,2024-05-17 06:18:00,pdfs/00917/prospectus_0.pdf,True
00917,Qunabox Group Limited,2024-05-27,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0524/2024052401848.pdf,,2024-06-05 06:22:00,pdfs/00917/allotment_0.pdf,True
00917,Qunabox Group Limited,2024-05-27,over_allotment_exercise,,,,,,False
00917,Qunabox Group Limited,2024-05-27,stabilization,,,,,,False
02505,EDA GROUP HOLDINGS LIMITED,2024-05-28,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0519/2024051900033.pdf,,2024-05-19 18:33:00,pdfs/02505/prospectus_0.pdf,True
02505,EDA GROUP HOLDINGS LIMITED,2024-05-28,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0519/11214160/2024051900049.pdf,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0519/2024051900044.htm,2024-05-19 18:45:00,pdfs/02505/prospectus_1.pdf,True
02505,EDA GROUP HOLDINGS LIMITED,2024-05-28,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0527/2024052701491.pdf,,2024-05-27 22:47:00,pdfs/02505/allotment_0.pdf,True
02505,EDA GROUP HOLDINGS LIMITED,2024-05-28,over_allotment_exercise,,,,,,False
02505,EDA GROUP HOLDINGS LIMITED,2024-05-28,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILIZATION PERIOD, NO STABILIZING ACTION AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0624/2024062401055.pdf,,2024-06-24 21:27:00,pdfs/02505/stabilization_0.pdf,True
